fen,tactical_label
rnbq1bnr/1p1kp2p/6p1/p2p1p2/PpPP4/B7/4PPPP/RNQ1KBNR b KQ - 1 9,3
rnb1kbnr/p2p1Q1p/1p2q1p1/2p3B1/P1Pp4/8/1P2PPPP/RN2KBNR b KQkq - 0 8,1
rnbq1bnr/p1p1pkpp/3p4/1p1N1p2/P7/RP5N/2PPPPPP/2BQKB1R w K - 0 7,3
rnbqkbnr/2ppp1p1/pp6/5p2/4P2p/P4N2/1PPPQPPP/RNB1KBR1 w Qkq - 0 6,3
2b2bn1/r1p2pp1/np1p1k1r/1q2p2p/1PPP4/N4N2/P3PPPP/2BRKB1R w K - 6 12,3
r1bqkbnr/2p2ppp/2n1p3/pp6/2pPN3/5P2/PP1KP1PP/R1BQ1BNR w kq - 0 7,2
rnbqk2r/1p1p1pp1/p3pn2/2b4p/8/PP1pB1PB/2PKPP1P/RNQ3NR b - - 1 12,3
rnbqkbr1/p1pppppp/7n/1p6/4P1P1/P4P2/1PPPB2P/RNBQK1NR b KQq - 4 6,2
1nbqkb1r/rppppp2/7n/p5BP/P1PP4/8/1P2PP1P/RN1QKBNR b KQk - 0 8,0
rnq1k2r/2pbppbp/pp3np1/7Q/P1p1PP2/1P4P1/R2P3P/1NB1KBNR w Kkq - 2 12,3
rnbq1b1r/1p1p1k2/p1p1pn2/5ppp/PPPP1P2/7N/1R2PKPP/1NBQ1B1R w - - 3 12,0
1rbqkb1r/p1p1pppp/n2p4/1p3P2/6P1/1P2P2P/P1PP4/RNBQKnNR w KQk - 0 9,0
rn4nr/1bRq1kpp/1p2p3/3p1p2/p4PP1/3PP2N/1PP4P/1NBQKB1R w K - 1 11,3
1nb1kbnr/rp1q1pp1/2p1p3/p1p1N2p/P1B1P3/1PN5/3P1PPP/R1BQK2R b KQk - 1 10,3
rnbqkbr1/2pppppp/1p6/p7/6nP/P3P1P1/1PPP1PBR/RNBQK1N1 b Qq - 1 6,3
rn2kbnr/p1p1qbpp/1p1p1p2/4p2P/5P2/P7/1PPNP1P1/R1BQKBNR b kq - 0 10,3
1nbqkb1r/1ppp1Npp/4p3/1p3P2/Qn1P4/4K3/Pr2PP1P/RNB2B1R b k - 3 13,3
r1bqkb1r/ppppn1pp/8/4p1PP/1P1P4/R2Q1p2/1PP1PP2/1NB1KBNR w Kkq - 1 10,3
B1r1kbnr/2pqpp2/p2p2pp/n7/5P2/2PPP1P1/PP2QK1P/RNB3NR b k - 2 11,0
rnbqkbn1/p2pp1pr/1pp2p1p/8/4P3/2P2P1P/PP1PB1P1/RNBQK1NR w KQq - 0 6,0
r1bqkbn1/pp1pr3/n5p1/2p1ppB1/6Pp/N1PP4/PP1QPP1P/3RKBNR w Kq - 0 10,3
rnbqkbnr/1ppp1p2/6pp/p3p3/4P3/3B1NQ1/PPPP1PPP/RNB1K2R b KQkq - 1 7,2
r1bqkbn1/1ppppppr/p7/4n2p/P1P5/1Q2PP2/1P1P2PP/RNB1KBNR b KQq - 0 6,3
r1b1kb1r/1pp2p1p/p1n5/3pp3/2P1nq2/1P1P1N2/P1Q1P1P1/RNBK1B2 w kq - 0 12,3
r1bq2nr/pp1pkp1p/nbp3pB/4p3/P1P5/NP6/4PPPP/R1QK1BNR w - - 1 10,3
1rb1kbnr/3p1pp1/p1n1p2p/qBP5/3PP1PN/2B2P2/P1PN3P/R1Q1K2R b KQk - 0 13,3
rnb1k1nr/p1pp2pp/3bq3/1p1NppN1/3P1B2/5P2/PPP1P1PP/R2QKB1R b KQkq - 1 8,3
rnbq1k2/pppp2br/7n/3Npp2/1P1PP1pp/P1Q2PPN/2P4P/R3KB1R b KQ - 1 13,3
rnbk1bnr/pp2p1p1/B1pp3p/5pq1/PP1PP3/R1P5/5PPP/1NBQK1NR b K - 0 9,3
r3kbn1/N1p1p1pr/2bq1p1p/B1np4/6PN/3PP3/PPP2P1P/R2QKB1R w KQq - 4 11,3
rnbqkbnr/2p1pp1p/pp6/3p2p1/3PP2P/5N2/PPP2PP1/RNBQKB1R b Qkq - 0 6,3
r1bqk1nr/ppppp1bp/n4p2/6p1/8/1PP2NPP/P2PPP2/RNBQKB1R w KQkq - 1 6,0
rnb1kbnr/pp1ppppp/2p2q2/1B6/3P2P1/1PP1P2N/P4P1P/RNBQK2R w KQkq - 1 9,2
1Brqkb1r/pp1bp1pp/7n/n1pp1p2/8/2PP1N2/PP1NPPPP/RQ2KB1R w KQk - 4 9,2
r2qkbnr/p1pp2pp/b1n1pp2/8/1p3P2/N6N/PPPPPKPP/R1BQ1B1R w kq - 0 7,3
r2qkb1r/pbp1p1pp/7n/1p1p1p2/1P2PQ2/3P1N1P/P1P2PP1/RNB1KB1R b KQkq - 0 10,0
1n1qkbnr/1rp1pppp/p2p4/1p6/1P4bP/N3PQ1N/P1PP1PPR/R1B1KB2 b Qk - 3 8,3
1rbq1b1r/ppp2pBp/3pkPp1/3Q4/8/Pn2p3/RPP1PPBP/1N2K1NR b - - 2 13,1
r2qkbnr/2p1pp2/1p4pp/p2P1b2/n2P3P/1Q4KN/PP1NP1PR/R1B2B2 b kq - 1 12,3
r1bqkb1r/p2pp2p/np4p1/2p3p1/P1P4n/1Q1P2PP/1P1KPP1N/RN3B1R w kq - 1 12,3
2bq1k1r/nrp1npbp/p3p3/4p1p1/1P4PP/N3P3/P1PP1P2/R1B2KNR w - - 1 12,2
rnbqkb1r/1ppp2pp/5p1n/p3p3/P3P3/2P5/1PQPKPPP/RNB2BNR w kq - 4 7,0
rn1qkbr1/3p1pp1/bp2p2n/p1P4p/P1P2P2/1QN4N/3PP1PP/R1B1KBR1 b Qq - 7 9,3
2bqkb1r/r1p1ppp1/1pn5/p2p3p/3P3P/N2Q2Pn/PPP1PP2/R1B1KN1R b Kk - 1 11,3
1nbqkb1r/r2ppppp/2p2n2/p5N1/p2P2PP/2N5/1PP1PP2/R1BQKB1R b KQk - 1 7,2
rnbqk1nr/ppp1p3/7b/3p1ppp/P1P1P3/1P5P/3PKPP1/RNBQ1BNR b kq - 1 6,3
rn1qkbnr/p1p1p1p1/3pb3/1p3p2/1PP3Qp/4P3/P1NP1PPP/1RB1KBNR w Kkq - 4 8,3
r2qkbnr/p2p4/bpn1p2p/5pP1/1P1p4/N2BP3/P1PB2PP/RQ2K1NR b KQkq - 1 10,3
1nbqkbnr/r3ppp1/pp6/3p3p/3p3P/N4NP1/PPPBPP2/R1Q1KB1R b KQk - 0 8,2
1rb1kb1r/pp1ppnpp/5p2/1qp5/1nP3P1/PP2P2N/1B1P1P1P/RN1QKR2 b Qk - 1 12,3
1nbqkb1r/rp1pppnp/8/1pp3p1/2P4P/N2BP3/PP1P1PPR/R1B1K1N1 w Qk - 2 9,3
rn2kb1r/4pp2/p1p1b2p/1p1q2p1/1P1P2n1/PQ2P2N/5PPP/RNB1KBR1 w Qkq - 1 11,3
r1bq1knr/pppppp1p/2nb2p1/8/P3P3/5QPP/1PPP1P2/RNB1KBNR w KQ - 3 7,0
1rb1k1nr/p1p3pp/2nb4/1p1ppp2/2Q1NP1q/2N1P3/PPPP2PP/R1B1KBR1 w Qk - 2 10,1
rn1qkbnr/pp2pp1p/3pb1p1/2pP4/P4P2/8/1PPKP1PP/RNBQ1BNR w kq - 1 7,2
rnb1kbnr/3pp1pp/2B5/p3Pp2/1q3N2/6P1/RPPP1P1P/1NBQK2R w Kkq - 1 11,3
r1b1kb2/pp1pp3/nq3n1r/2p2p1p/P1P5/1PNP1P1N/4P1PP/R1BQKB1R w KQq - 1 10,0
rnb1kbnr/1p1pppp1/8/pqp4p/P1P5/1P4P1/3PPP1P/RNBQKBNR b KQk - 1 8,3
rnbqkb1r/ppp1p1p1/3p3p/3n1p2/7N/1QP5/PP1PPPPP/RNB1KB1R w KQkq - 2 8,3
rn2k1nr/1b1qp1bp/1pp5/p2p2p1/P1P2P1P/1PNP4/5PPR/R1BQKBN1 b Qkq - 2 12,3
2bqkbnr/r1p1p2p/p1np2p1/1p6/P2PPp2/2P2P1N/1PQB2PP/RN3BKR b k - 1 10,3
r1b1kbr1/p1qpp1pp/n6n/1pp3p1/2P5/PP3NPB/3PPP1P/RNB2KR1 b q - 3 10,3
r2qk1nr/p1ppbp1p/B1n3p1/4p3/8/2P1PPPP/PP1P4/RNBQK1NR w KQkq - 1 8,0
rn2kbnr/1p1qpp1p/p2p2p1/1b6/3p1B2/4N3/PPP1PPPP/R1Q1KBNR b KQkq - 1 10,3
rnnqkb1r/2p2p1p/1p2p3/pb4p1/4p1P1/1PN2P1B/PBPPN2P/R2QK2R w KQkq - 0 13,3
rnb2k1r/pB3p1p/2p1qn2/3pp3/1P2P2P/P2K1pP1/R1PP4/1NBQ2R1 w - - 0 13,3
rnbqkbnr/p2ppppp/8/1p6/PPp4P/3P4/2P1PPP1/RNBQKBNR w KQkq - 0 6,3
r1bqk1r1/2pp1pp1/p1n1p3/pnb3Pp/1P6/N1PPP2P/3B1PBR/R2QK1N1 b Qq - 1 13,3
rnb2b1r/p1q1pkpp/2pp1n2/1p3p2/NP5P/5NP1/P1PPPP2/R1BQKB1R b KQ - 0 8,0
rnbqkb1r/1p1p3p/p4p1n/2p1p1p1/2NPP3/P1P2Q2/1P3PPP/1RB1KBNR w K - 0 9,3
rnbqkb1r/p1pp1p2/4p2n/Pp4pp/7P/1P1P4/1BPNPPP1/1R1QKBNR b Kkq - 1 8,2
1nb2bnr/1pq1p1pp/2p3k1/p2p1p2/1PB1PP2/B1N5/P1PQ2PP/3RK1NR b K - 1 13,3
4kb1r/rb1ppppp/n2q3n/1p2P3/p4P2/5NPP/PP1PK2R/RNBQ1B2 b k - 0 13,3
r2qkbnr/2p1pppp/ppnp4/5b2/2PPP3/5Q2/PP3PPP/RNB1KBNR w KQkq - 2 6,2
rqQ2bnr/p1p1pkp1/n2p3p/1p6/P2P4/N1P2P1P/bP1BP1P1/1R2KBNR b K - 2 12,3
r2qkb1r/pbppp1p1/n4n2/5p1p/p1P5/1P1P4/3KPPPP/RNBQ1BNR w kq - 1 8,0
r1bqkbnr/pp2p1p1/n1p4p/3p1p2/6P1/P1P2N2/1P1PPPBP/RNBQK2R w KQkq - 0 6,2
r1bqk1r1/p1pnnp1p/3pp2b/1N4p1/PPP2PPP/8/1B1PP3/1R1QKBNR w Kq - 1 12,3
r2qkbnr/p2np1pp/1pp5/3p1p2/2b1PPP1/3P1N1B/PPPN1K1P/R1B1Q2R w kq - 3 12,3
rn1qkb1r/4p3/b1P3pn/pp1p1pP1/7p/1P1QP3/P1P1BP1P/RNB1K1NR b kq - 0 13,3
rnb2kr1/1ppp1ppp/4pn2/p7/P1PP2PP/bQ3P2/1P1BP2q/R3KBNR w KQ - 5 11,3
rn2kb1r/pp1qppp1/2p2n2/P2p1b1p/3P4/1PP2P2/4P1PP/RNBQKBNR w KQkq - 0 7,0
rnb1kbnr/1ppq2p1/p6p/4pp2/1QP1p3/P6N/1P1P1PPP/RNB1KB1R b KQkq - 1 8,3
rnbqk1nr/ppp2p1p/3pp1p1/8/6P1/PP1Pb3/2P1PP1P/RNBQKBNR b KQkq - 0 6,3
1rb1kb1r/pp3ppp/n7/2Pppnq1/PQ3P2/4B3/1PP1PKPP/RN3BNR w k - 5 9,3
r2qkbnr/p1np2pp/4pp2/2p5/PPb1N2P/1R4PB/1P2PP2/R1BQK1N1 w Qkq - 1 13,3
r2qkbnr/p2bp3/n2p4/1ppR1ppp/6PP/1P1PB3/P1PNPP2/R2QKBN1 b Qkq - 1 9,3
r3kbnr/pp2pppp/nqp5/2Pp1P2/1P1PPBb1/P6P/3Q2P1/RN2KBNR b KQ - 0 12,3
rnb1q1nr/p1p1bp1p/2pkp3/1P4p1/8/4P2N/PP1P1PPP/RNB1KB1R w KQ - 0 9,3
1rbqk2r/2p1p1bp/ppnp4/5p2/P1N1pP2/3B3N/RPPP1KPP/2B4R b k - 3 13,3
rnb1k2r/pp1ppp1p/6Pb/2p4P/1q5P/3R4/PPPPP3/RNBQKBN1 b Qkq - 4 11,3
r4bnr/1p1bkpp1/nqp1p3/p2pP2p/1P5P/N4Q2/P1PPBPP1/R1B1K1NR w KQ - 1 10,3
r2qkbn1/4pppr/npppb3/P6p/2P3P1/7N/P1NPPP1P/R1BQKB1R b KQq - 0 9,3
rnb2bnr/ppqp1k1p/5pp1/4p3/2pP1PP1/4P3/PPP3BP/RNBQK1NR w KQ - 4 8,3
1nb1kbnr/1ppqppp1/r2p4/p4P1p/3P4/P7/RPP1P1PP/1NBQKBNR b Kk - 0 6,0
r1bq1bnr/p2kpppp/3p4/2P5/PpP2B2/5PP1/RPQ2P1P/1N2KBR1 b - - 3 11,0
rnbqk1nr/2pppp2/p6p/bp3PpP/8/4P1PN/P1PPQ3/R1B1KBR1 b Qkq - 2 10,0
r5n1/pppnkppr/4b2p/P2pp1q1/1b2PP1P/7N/1BPP2P1/RNQ1KB1R b KQ - 0 11,3
r1bqkb1r/ppp1p1p1/n4p1n/3p3p/3P4/1P5N/P1PBPPPP/RN1QKB1R b Qkq - 1 6,0
r1b1kb1r/pp2qp1p/n2Q1np1/2p1p2P/3p4/3PP3/PPP1BPP1/RNBK2NR b kq - 0 10,3
rnb1kbnr/p3p1pp/8/1pp1Pp2/q1p2P2/6P1/1P1PN2P/RNB1KB1R w KQkq - 0 10,2
r1bq1b1r/pp1pp2p/4k3/2p2np1/P2nP3/6PN/1PPP1P1P/RNB1KB1R b K - 2 10,3
3qkbnr/r1p1pppp/np1p4/p7/3PP2P/1PP2b2/PB2QPPR/RN1K1BN1 b k - 2 12,3
2b1kb1r/rp1pp1pp/p4p1n/q1p1n3/1P3P1P/2PQ2P1/P1KPP3/RNB2BNR w k - 3 10,3
r1b1kbr1/pp1ppppp/8/q1p5/2Nn2n1/4P1N1/PPPP1PPP/R1BQKB1R w KQq - 5 8,3
r1bk1br1/p1pp1pp1/1pn1p3/3NP2p/1P1P2Pq/5P1B/P1P1K2P/R1B1Q1NR b - - 0 13,3
r1bqkb1r/2p1p1pp/n2p4/pp3p1n/P6P/3KP1PB/NPPP1P2/R1BQ2NR b kq - 3 9,3
rnbqkbnr/pp2pp1p/2p3p1/3p4/2PP4/Q7/PP2PPPP/RNB1KBNR b KQkq - 3 6,0
1r1qkb1r/p1pbp1pp/1p5n/2np1p2/2P2PP1/5N2/PPQPPK1P/RNB2B1R b k - 4 9,3
1rb1kbnr/1pp2ppp/B1n1p3/p2p1q2/PP2P3/N5P1/2PPNP1P/R1BQK2R b KQk - 1 8,3
2bqkbn1/2ppp1p1/1rn4r/1p3p1p/Q4N2/PPN3P1/3PPP1P/1RB1KB1R w K - 3 11,3
2bqkb1r/1pp1n1pp/2np4/Q3pp2/r2P1P2/Np3NPB/P1P1P1RP/R1B1K3 b Qk - 3 11,3
rnbqkbnr/2pp1p2/pp2p3/6pp/P1P5/RQ5P/1P1PPPP1/1NB1KBNR w Kkq - 0 6,3
1r1k2nr/pp1bppbp/n5p1/2pP4/q2P3P/3Q1P2/PPP3PR/RNB1KBN1 w Q - 7 12,3
r1b2b1r/p3p2p/np2kppn/3p4/qp1P2P1/2P1KP2/P2NP2P/R1BQ1BNR b - - 0 13,3
r1bq1rk1/pppp1pbp/2n5/1B2p1p1/PP3P1N/7P/1RPP1PP1/1NBQKR2 b - - 0 12,3
r1b1kbnr/pp1pp1p1/2n2p2/2p4p/1qPP3P/P3PP2/1P1N1KP1/R1BQ1BNR b kq - 2 8,3
rqb1kbnr/p2p4/n4p2/2p1p1p1/3Q1BpP/8/PPP1PP2/1NR1KBNR w Kkq - 4 12,3
rn1qkbr1/1pp1p1pp/3p3n/p4p2/P3PPPP/7N/NPPP2bR/1RBQK3 b q - 0 11,3
rn1qkb1r/pp2pppp/2pp1n2/8/2P3b1/NP3NR1/P2PPP1P/R1BQKB2 w Qkq - 0 8,0
rnbqkb1r/ppp1pp2/3p2p1/4n2p/1P1PP2P/P7/2PK1PP1/RNBQ1BNR w kq - 3 7,3
rnbq1bnr/1p2pppp/2pk4/p2pN3/P2P4/2N3P1/1PP1PP1P/R1BQKBR1 b Q - 0 7,2
rnbqk2r/1p1pp1bp/2p2ppn/p7/P6P/2P1PP2/RP1PN1P1/1NBQKB1R b Kkq - 0 7,0
1nb1kbnr/r1p1pppp/1p1q4/pP1p4/7N/2P4P/P2PPPP1/RNBQKB1R w KQk - 1 8,0
1r2kbnr/1pp1p1p1/2nq1p2/3p3p/1pN1PPbN/3PB2P/P1P3P1/R2QKB1R w KQk - 0 12,3
rn2k1nr/1pq1b2p/p2p1pp1/4p2b/1p2P2P/N1P2Q2/P2PKPP1/R1B2BNR w kq - 6 12,3
rn1qkb1r/pbpppp1p/5n2/1p4p1/1P6/2PP1P2/P2NP1PP/R1BQKBNR w KQkq - 3 6,0
rnbqkb1r/1pp1ppp1/3p3p/p2n4/5P2/1P4K1/P1PPP1PP/RNBQ1BNR b kq - 1 9,0
rnbqk3/p2pp1br/1P3n2/5ppp/1PP4P/N4PP1/P3P3/R1BQKBNR w KQq - 1 11,3
rn2kbr1/p1qp1ppp/bp2p2n/2p5/2PP3P/4P1P1/PP1BQP1R/RN2KBN1 w Qq - 3 10,0
r1bqkr2/pppp1p2/6p1/4p2p/P2n1bB1/N1R1P2P/1PPP1PPn/2BQK1N1 w q - 4 12,3
rnbqkb1r/1p1pp2p/p1p2np1/5p2/1P6/P5PP/2PPPP2/RNBQKBNR w KQkq - 0 6,0
rn2kbnr/pppqppp1/3p4/2P4p/P7/6PB/1P1PPP1P/RNBQK1NR w KQkq - 0 6,3
1nbq2nr/rppp1k1p/6p1/p4p2/P2Pp3/R6N/NPPQPPPP/4KB1R w K - 2 12,0
rn1q1bn1/p1pppk1r/b2P1pp1/1p5p/3Q1P2/1P5P/P1P1P1P1/RNBK1BNR b - - 0 10,0
rnbq1bnr/N2k3p/1p1ppp2/2p3P1/5B2/3PK3/PPP1P1PP/1R1Q1BNR b - - 0 10,3
r2q1b1r/pbpknp1p/1p4p1/n2pp3/PP2PN2/1QP5/3P1PPP/RNB1KB1R b KQ - 2 11,3
rn1qk1nr/p1ppb1p1/b3pP2/1p3P1p/8/P3P3/RP1PN2P/1NBQKB1R b Kkq - 3 12,3
rnbqkbnr/ppp5/2Npp2p/5pp1/5P1P/6P1/PPPPP1B1/RNBQK2R b KQkq - 1 7,3
rnbqkbnr/1p2p3/p2B4/2pp2pp/5p2/1PP3P1/P2PPPBP/RN1QK1NR w KQkq - 0 9,3
2r1kbnr/p1p1p2p/3q4/1pnp1pp1/b2PP2P/Q1P5/PP2KPP1/R3BBNR w k - 1 13,3
rnbq1bnr/p2pp1pp/4k3/1pp5/5p2/NPPBP1P1/P2P1P1P/R1BQK1NR w KQ - 2 7,3
2bqk2r/r2pppb1/2n2np1/pPp4p/2P5/R1N1PN1P/1P1P1PP1/1BBQK1R1 w k - 4 12,3
rn1qkbr1/p3pppp/1p2b2n/2pp4/7P/3P1PP1/PPP1P1BR/RNBQK1N1 w Qq - 0 8,0
rn1q1k2/ppp1pp1r/4bn2/3p1P1p/2P3pP/P3K2R/RP2P1P1/1N1Q1BN1 b - - 2 13,3
r1bqkbnr/ppp1p3/2n2ppp/8/2PP4/PP3NPP/3P1P2/RNBQKB1R b Qkq - 0 10,3
r1kq1bnr/2p1p2p/bp1p1p2/n5p1/2P1P2N/N5PP/PPQP1P2/R1B2K1R b - - 5 11,3
rnbqkbnr/1p1p1ppp/3P4/p1p5/4p3/2P1PP2/PP1N1KPP/R1BQ1BNR w kq - 1 9,2
1n1qkb1r/rb1pnppp/2p5/Pp2p3/P2P4/2Q3PP/2P1PP2/RNB1KBNR w KQk - 3 10,3
rnbqkb1r/1pp1p2p/p2p3n/5pp1/5PQ1/4P3/PPPP2PP/RNB1KBRN b Qkq - 3 7,3
r1b1kb2/pppp1p1r/6pn/4p2p/1nP1N3/3P1P1P/PP1QP1q1/R3KBNR b KQq - 0 10,3
1nbq1b1r/rppp1k2/2Q1pp2/p5pp/1P1PPn2/B1P5/P3BPPP/RN2K1NR b - - 5 13,3
1nbk1b1r/rpqp1ppp/pP5n/2p1p3/7P/N2P4/P1PBPPP1/R2QKBNR w KQ - 1 8,3
rnb1qb1r/3pkppp/pp2pn2/2p5/2NB4/1P3PPB/P1PPP2P/1R1Q1KNR b - - 9 10,2
rnb1kbnr/pp3p1p/1q4p1/2ppp3/4PP2/N4Q1N/PPPP2PP/R1B1KBR1 w Qkq - 0 7,3
rnb1k1n1/pp1p1pbr/8/q3pNpP/2p5/PP6/1BPPPP1P/RN1QKB1R b KQq - 1 10,3
r1bqkbr1/1ppn1p2/5n1p/p2pp1p1/1P3P2/B1N2K1P/P1PPP1PR/R2Q1BN1 w - - 0 11,3
rnqk1bnr/ppp1p1p1/3p3p/3b2B1/2PPP3/1P3P2/P5PP/RN1QKB1R w Q - 3 13,3
rn1qkb2/pbp2ppr/1p1ppn2/5Q1p/P2PP3/1P5N/2P1KPPP/RNB2B1R b q - 0 10,3
rnb1qbnr/4p1pp/p4k2/Pppp4/3P4/BPN1PPpP/2P5/R2QKBNR w KQ - 0 13,3
1nb1kb1r/rp1p1p1p/1qp1p2n/6P1/p1P1P1P1/3P1N2/PP3P1R/RNBQKB2 b Qk - 1 9,3
rn1qkbnr/1b1p3p/p1p5/4p1p1/2pP4/P3p3/1PQ1KPPP/RNB1NB1R b kq - 0 11,3
r1b2rk1/p1ppqp1p/8/1pn1p1P1/6nP/2b1P3/P1PP4/R1BQKBNR w K - 1 12,3
1nbqk1nr/1pppbpp1/4p2p/8/1p1PP1P1/r2B4/2P2P1P/RNBQK1NR b KQk - 1 7,3
rnbqkbn1/ppppp3/5r2/5pp1/P2P1P1p/4P1P1/1PP1B2P/RNBQK1NR b KQq - 0 7,3
rnb1kbnr/p2pppp1/2p5/qp5p/P3P3/7P/1PPP1PP1/RNBQKBNR w KQkq - 2 6,3
rnb2r1k/p1pp1ppp/Q3p2n/2b3q1/1p5P/2P1PPP1/PP1P2B1/RNBK2NR w - - 1 11,3
r1b1kbnr/ppppnppp/P5q1/1P2P3/6P1/7N/2PPPK1P/RNBQ1B1R b kq - 2 10,3
rnb1q2r/p1pk1pbp/3p3n/P7/1p1p2p1/1PP2R2/4PPPP/1NBQKBNR w K - 0 12,3
r1bqk1nr/p1pp4/4nppB/Ppb1p3/3PP2P/1P4P1/R1P2P2/1NQ1KBNR b Kkq - 0 12,3
rnbqkbnr/p1p2pp1/3p3B/1p5p/3Pp2P/PPP2NP1/4PP2/RN1QKB1R b KQkq - 0 11,3
rnbqkb1r/1pp2ppn/3p4/p3p2p/P7/1PP1PP2/3P2PP/RNBQKBNR w KQkq - 1 7,0
rnbqkbnr/pp2ppp1/3p4/6Pp/8/PPp2P1N/2PPP2P/RNBQKB1R b KQkq - 0 6,3
rn1qk1nr/1b1N1p1p/5b2/ppp3p1/3P1Q2/2P3P1/PP2PP1P/RNB1KB1R b KQkq - 0 10,3
rn1qkb1r/1p2pppp/7n/p1pp3P/8/5P2/PPPP1PP1/RNBQKBNR w KQkq - 1 7,0
rq2kbnr/p1pppp2/bpn3p1/7p/PP1P4/2P3P1/2QBPP1P/RN2KBNR b KQkq - 0 7,3
r2qkb1r/p1pb1ppp/np2p3/3p4/P1PP1Bn1/1P3P2/4P1PP/RN1QKBNR b KQkq - 1 8,3
r1bqkbnr/ppn1p1p1/2pp4/4NpB1/P1P1P1p1/RP1P4/5P1P/1N1QKB1R w K - 3 13,3
rnb1kb1r/3pq1pp/1ppnp3/p4p2/1P3PP1/3PP2N/P1PNK2P/1RBQ2RB b kq - 3 12,3
r3k1n1/pb1n1p1r/2p4p/1pq1P1p1/2P1P3/NP6/P2K2PP/R1B2BNR w q - 1 13,2
1rbqkb1r/p1p1p1pp/2n2B1n/1p1pp3/4PP2/3P2P1/PPP4P/RN1QKB1R b KQk - 0 10,3
1n1qkbnr/rppbpp2/p5p1/3p3p/Q4PP1/P1P5/1P1PP2P/RNB1KBNR b KQk - 2 8,3
r1b1kb1r/pp1qpppp/n1p2n2/3p4/N2P4/3Q4/PPP1PPPP/1RB1KBNR w Kkq - 4 7,3
rnbqk2r/1p1pp2p/2p2n1b/p4P1P/5P1R/P1N2Bp1/1PPP2P1/R1BQK1N1 b Qk - 1 13,3
r1bqkbn1/ppppp2r/2n2ppp/8/1PB1P3/2P2P2/P2P2PP/RNBQK1NR w KQq - 0 6,0
rnbq3r/p1p1kppp/1p1p4/4p3/2P1NP1n/b2P3N/R1QKP1PP/2B2B1R w - - 6 12,3
1nb1kb1r/rpqpp1pp/p4n2/2p2p2/2P4P/P4P2/1PQPP1P1/RNB1KBNR w KQk - 1 7,0
r1b1kb1r/pp1p2pp/2p2n2/P3pp1P/8/1PN2PK1/1BPPn1P1/R2Q1BR1 w kq - 0 12,1
rn1qkb1r/p1pb4/1p3np1/2P1pp1p/1N1PPP2/1PN3PP/P7/R1BQKB1R b KQ - 2 13,3
rnbqk1n1/pp1p1ppr/2p4p/4p3/7P/b7/PPPPPPP1/RNBQKBNR b Qq - 1 6,3
r2q1bnr/p1p1p3/b1npk2p/1p3pB1/1PPP4/N7/P3PPPP/1R1QKBNR b K - 0 10,3
2bk1bnr/prp1pp1p/n5p1/3p4/3PP1P1/1P2K3/q1P1QP1P/RNB3NR w - - 0 12,3
1nbqkb1r/1pppp1pp/r4p2/1P3n2/p3P3/N6P/P1PP1PP1/R1BQKBNR b KQk - 0 9,3
r1bqk2r/1ppn1ppp/3p1n2/p3p3/3bP1P1/1PN4N/PBPPQP1P/2R1KB1R b Kkq - 1 10,3
rnbqkb1r/1p1pp1pp/p1p2p1n/8/4P3/P1PB2P1/1P1PQP1P/RNB1K1NR w KQk - 0 7,0
r1bqkbn1/ppppp1p1/n4p2/7p/Q1P2P2/4P1rN/PP1P2PP/RNB1KR2 b Q - 3 9,3
r1b1kbr1/2pqpppp/2np4/1p4NQ/1p5P/2P1P2R/P2P1PP1/RNB1KB2 w Qq - 0 10,3
rnb1kbnr/1pp1p2p/p2P1pp1/8/6P1/P2Pq3/1PP1KP1P/RN1Q1BNR w kq - 0 11,1
1nbqkbnr/1ppppppp/4P3/p7/8/2P2P2/P2P2PP/RrBQKBNR w KQk - 0 8,3
1r1qkbnr/p1ppp2p/b1n5/1p3pp1/P5N1/2P5/RP1PPPPP/1NBQKB1R w Kk - 0 8,2
rn2kbnr/pppqpp1p/8/R2p2p1/1P1PP2P/6P1/2bK1P2/1NBQ1BNR b kq - 1 8,3
r1bq1r2/pppppkbp/2n2p1n/8/3P2P1/4PQ2/PPP2N1P/RNB1KB1R w KQ - 1 10,3
r1b1kb2/1Qppqppn/5r2/p3p2p/PPPnN3/5PPB/4P2P/R1B1K1NR b KQq - 0 12,3
rn1qkbnr/p6p/b1ppN1p1/1p6/1PP1P3/5Pp1/P2P2BP/RNBQK2R b KQkq - 0 10,3
r2q1b1r/p1k1pp1p/np2bn2/3p2p1/P1pN4/NP2P1P1/RBPP1P1P/3QKB1R w K - 4 12,3
rn1qkb1r/p2bpppp/1p1p4/P7/6QP/N1pPP1P1/1PP2P1n/R1B1KBNR w KQkq - 0 13,3
r1bqkb1r/1pp1p1p1/2n4p/pP1p1p1n/P5P1/6RN/2PPPP1P/1NBQKB1R b Kkq - 1 9,3
rnb1k2r/p1bp1pp1/1p1Qp3/2p2n2/P1P4p/5PNN/1P1PP1PP/R1B1KB1R b KQ - 5 13,3
r1bqkbnr/1pp1p2p/p1n2p2/3p2p1/4P1P1/2P5/PPQP1P1P/RNBK1BNR w kq - 0 6,3
rnbqkbnr/pppp2pp/5p2/8/4p2P/Q1P2N2/PP1PPPP1/RNB1KB1R w KQkq - 0 6,3
r2q2nr/pbppk1p1/np5p/2b1p3/2NP1p2/PPP4P/4PPP1/1RBQKBNR w K - 2 11,3
