fen,is_tactical
r1bqkbnr/ppp1pp1p/3p4/6p1/1n2PP2/8/PPPP2PP/RNBQKBNR w KQkq - 0 5,1
rnbqkbnr/pp1pp1p1/8/2p2p1p/P7/1P1P4/2P1PPPP/RNBQKBNR w KQkq - 0 4,0
rnb1kbnr/ppp2ppp/5q2/3pp3/P7/5PPB/1PPPPK1P/RNBQ2NR w kq - 1 6,1
rnbqkbnr/1pp2ppp/p7/4p3/4p1P1/4PP2/PPPP3P/RNBQK1NR b KQkq - 0 5,1
rnbqkbnr/3ppppp/ppp5/2P5/8/P7/1PQPPPPP/RNB1KBNR b KQkq - 1 4,0
r1bqkbnr/1ppp1p1p/n3p1p1/8/1pP2B2/3P3P/P3PPPR/RN1QKBN1 b Qkq - 1 6,1
rn1qkbnr/ppp1p1pp/3p1p2/8/8/N5Pb/PPPPPP2/R1BQKBNR w KQkq - 0 4,1
rnbqkbnr/1ppppp2/p7/6pp/4P1Q1/6P1/PPPP1P1P/RNB1KBNR w KQkq - 0 4,0
rnbqkbnr/pp1p2pp/2p2p2/4p3/8/N4N1P/PPPPPPP1/R1BQKBR1 b Qkq - 1 4,1
rnbqk1nr/pp1pp2p/5p1b/6p1/2p1P3/7P/PPPPKPP1/RNBQ1BNR b kq - 1 6,0
r2qkbnr/pppnpppp/4b3/8/Q1Pp1PP1/8/PP1PP1BP/RNB1K1NR b KQkq - 3 5,1
r1bqkb1r/pppppp1p/n5pn/8/5PP1/7B/PPPPPK1P/RNBQ2NR b kq - 1 4,1
rnb1kbnr/pp1pp1pp/2p1Bp2/1q6/8/P3P2P/1PPP1PP1/RNBQK1NR b KQkq - 4 5,1
r1bqk1nr/pppp1ppp/n3p3/8/2P3P1/4PP2/PP1P3b/RNBQKBNR w KQkq - 1 5,1
rn1qkb1r/pbppppp1/7n/1p6/2P3Pp/3PKP2/PP2P2P/RNBQ1BNR w kq - 0 7,1
rnbqk1nr/1pppppb1/8/p5pp/2PP4/4P3/PPQK1PPP/RNB2BNR b kq - 0 5,0
r2qkbnr/p1pppppp/b7/1p3n2/1P6/2N5/P1P1PPPP/R1BQKBNR w KQkq - 4 6,0
r1b1kbnr/1p1ppppp/npp5/4q3/5P2/P6P/2PPP1P1/RNBQKBNR w KQkq - 1 7,1
rnbqkb1r/1p1ppp1p/p1p2n2/6p1/P3P3/2P5/1P1PNPPP/RNBQKB1R w KQkq - 0 5,1
r1bqkbnr/p2ppp2/npp3pp/8/1P3P2/2PP4/P2QP1PP/RNB1KBNR b KQkq - 0 6,0
rnb1kb1r/ppqpppp1/5n1p/2p5/2PPP3/P5P1/1P3P1P/RNBQKBNR b KQkq - 0 5,1
r1bqkb1r/p1pnp1pp/Qp5n/3p1p2/3P2P1/P4N2/1PP1PP1P/RNB1KB1R b KQkq - 1 6,1
rnbqkb1r/p1pp1pp1/4p2p/1p1B4/6Q1/P2PP3/1PP2nPP/RNB1K1NR w KQkq - 0 7,0
r1bqkbr1/1pp1pppp/n2p3n/p3N3/7P/1PNP4/P1P1PPP1/R1BQKB1R b KQq - 0 6,1
rnbqkb1r/ppppp1pp/5p1B/8/4P1n1/3P1P2/PPP3PP/RN1QKBNR b KQkq - 2 4,1
rnbqk2r/p1pppp2/5npb/7p/1p6/1P2PP2/PBPPB1PP/RN1QK1NR w KQkq - 2 7,0
rnbqkbnr/pp2pp2/3p2pp/2p5/P6P/2P5/RP1PPPP1/1NBQKBNR b Kkq - 1 5,1
r1bq1b1r/pppkpppp/2np1n2/8/4Q1P1/2P5/PP1PPP1P/RNB1KBNR w KQ - 1 5,0
rnb1kbnr/p1q1ppp1/1p6/2pp2Pp/3P4/BP6/P1P1PP1P/RN1QKBNR w KQkq - 0 7,0
r1bqkb1r/pp1ppp2/n4np1/2p4p/P1P5/R3P2P/1P1P1PP1/1NBQKBNR w Kkq - 0 6,0
rnbqkbnr/1ppp3p/p7/3Npp2/5P2/8/PPPPP2P/R1BQKBNR w KQkq - 0 6,0
rn1qkbnr/2pbppp1/1p1p4/p6Q/2N1P3/1PP5/P2P1PPP/R1B1KBNR b KQkq - 0 6,1
1rbqkb1r/p1pp1ppp/1pn1p3/8/3PP1n1/1P4PN/P1P2P1P/RNBQKBR1 w Qk - 0 7,1
rnbqkbnr/p2pppp1/1pp5/7p/1P2P3/8/P1PPKPPP/RNBQ1BNR w kq - 0 4,0
rnbqkbnr/p1ppp1pp/1p3p2/8/3P4/N1P5/PP2PPPP/R1BQKBNR b KQkq - 0 3,0
rnbqkb1r/pp2pp1p/5n2/2pp2p1/1P1P3N/6P1/P1P1PP1P/RNBQKB1R b KQkq - 1 5,1
rnbqkb1r/p1p1pppp/1p5B/3p4/3P4/P1N2P1n/1PP1P1PP/R2QKB1R w KQkq - 0 7,1
rnq1kbnr/pp2pp1p/6pB/2pp1b2/8/2NP3P/PPP1PPPR/1R1QKBN1 b kq - 5 6,1
rnbqk1nr/1ppp1pp1/p7/4P2p/1b6/5N2/PPPKPPPP/RNBQ1B1R w kq - 1 5,1
rnbqkb1r/ppppp1pp/7n/5p2/3P4/NP6/P1P1PPPP/R1BQKBNR b KQkq - 0 3,0
rnbqkbnr/2pppp1p/1p6/6p1/pPP1P3/P7/3P1PPP/RNBQKBNR w KQkq - 0 5,1
rn1qkb1r/p1pbp2p/3p2pn/1p3p2/2P4P/N4P2/PP1PP1PR/R1BQKBN1 w Qkq - 1 7,0
r2qkbnr/p1pbppp1/n7/1p1p3p/Q1P3P1/N7/PP1PPP1P/R1B1KBNR b KQkq - 2 6,1
rnbqkbnr/p2pppB1/6p1/1pp5/P2P4/6P1/1PP1PP1P/RN1QKBNR b KQkq - 1 5,1
r1bqkbnr/p1pppp1p/8/1p2nPp1/P1P5/3P4/1P2P1PP/RNBQKBNR b KQkq - 0 5,0
r1bqk1nr/1ppp1pp1/p1n5/2b1p2p/PP6/8/1BPPPPPP/RN1QKBNR w KQkq - 0 6,1
rn1qkbnr/1bpppppp/pp6/8/1P6/8/PBPPPPPP/RN1QKBNR w KQkq - 0 4,0
rnbqkbnr/1ppp1pp1/p3p2p/2P5/PP6/8/3PPPPP/RNBQKBNR b KQkq - 0 4,1
rnb1k1nr/pp1p1ppp/3b4/2p1p3/1P3P1q/6P1/P1PPPK1P/RNBQ1BNR w kq - 2 5,1
rnb1k1nr/pppp1ppp/8/1Q2p1q1/4P3/b5PP/PPPPNP2/RNB1KB1R w KQkq - 4 7,1
rnbqkbn1/ppppp3/5p1r/6pp/1P6/N1PP2P1/P1Q1PP1P/R1B1KBNR w KQq - 0 7,1
r1b1kbnr/pp1p1ppp/1q6/2p1p3/1nP5/N3P2N/PP1P1PPP/R1BQKB1R w KQkq - 3 6,0
rnbqkb1r/pp1ppppp/2p5/8/2P3n1/7P/PP1PPP2/RNBQKBNR w KQkq - 0 4,1
rn1q1bnr/p1p1k1pp/bp1ppp2/8/2PP4/6P1/PP1NPP1P/RNBQKB1R w KQ - 1 7,1
rnbqkbnr/2p3pp/3p1p2/pp2p3/1P1P1P2/3BP2N/P1P3PP/RNBQK2R w KQkq - 0 7,1
rnq1kbnr/pbpp1pp1/1p6/4p1Np/5P1P/4P3/PPPP2P1/RNBQKB1R b KQkq - 3 6,0
1rbqkbnr/pppp2pp/n4p2/1Q2p3/6P1/1P2P3/P1PP1P1P/RNB1KBNR b KQk - 3 5,1
rnbqkbnr/p1ppp1p1/1p3p1p/8/6PP/8/PPPPPP1R/RNBQKBN1 w Qkq - 0 4,0
rnb1kb1r/ppqpp1pp/2p4n/5p2/2P1P3/PP5P/3P1PP1/RNBQKBNR b KQkq - 0 5,0
rnbqkbnr/1ppp1ppp/4p3/p7/1PP5/8/P2PPPPP/RNBQKBNR b KQkq - 1 4,1
rn1qkbnr/1ppbppp1/3p3p/p5N1/2P2P2/N7/PP1PP1PP/1RBQKB1R w Kkq - 2 7,0
rnbqkbnr/2p1pp2/p5pp/1p1p4/4P1P1/N2PB3/PPP2P1P/R2QKBNR w KQkq - 0 6,0
2bqkbnr/rpp1pppp/3p4/p3n3/1P1N3P/2N2P2/P1PPP1P1/R1BQKB1R b KQk - 0 6,1
r1bqkbnr/ppp1pppp/2np4/8/3P4/4PP2/PPP3PP/RNBQKBNR b KQkq - 0 3,0
r1bqkb1r/p1pp1ppp/n3pn2/1p4P1/2P1P3/1P3Q2/P2P1P1P/RNB1KBNR b KQkq - 1 6,0
rnbqkb1r/ppp1ppp1/5n2/7p/3N4/8/PPPPPPPP/RNBQKB1R w KQkq - 0 5,1
rn1qkbnr/1pp1pppp/3p4/p7/2P2Pb1/3PB3/PP2P1PP/RN1QKBNR b KQkq - 0 4,0
rnbqkb1r/pppppppp/7n/7P/8/5P2/PPPPP1PR/RNBQKBN1 b Qkq - 0 4,1
rnbqkbnr/3ppppp/8/1p6/pp2PP2/N6N/P1PP2PP/R1BQKB1R w KQkq - 0 6,0
r1bq1bnr/pp1pp1p1/n1p2pk1/7p/2B5/P3PN2/1PPP1PPP/RNBQK2R w KQ - 0 7,1
r1bqkbnr/p1pppppp/n7/1p6/5P2/P7/1PPPP1PP/RNBQKBNR b KQkq - 0 3,0
rnb1kbnr/pp1pppp1/1qp5/6P1/1P5p/N7/P1PPPPBP/R1BQK1NR w KQkq - 0 6,0
rnbqkb1r/1p1pp2p/5pp1/p1p4n/2P3P1/1QN2P1N/PP1PP2P/R1B1KB1R w KQkq - 0 7,1
rnq1kb1r/ppp1p1pp/3pb2n/5p2/P2P4/R1P5/1P2PPPP/1NBQKBNR b Kkq - 0 6,0
r2qkb1r/ppp1p1pp/n2p1p1n/8/5PbP/2N2N1R/PPPPP1P1/R1BQKB2 b Qkq - 2 6,1
r1bqkbnr/pppppppp/n7/8/5P2/2PP4/PP1QP1PP/RNB1KBNR b KQkq - 2 4,0
1rbqkbnr/pppp1pp1/n3p2p/8/8/N2P2PN/PPP1PP1P/R1BQKB1R w KQk - 2 5,0
rnbqkb1r/p1ppp1pp/1p5B/5p2/2P5/N2P4/PP2PPPP/R2QKBNR b KQkq - 1 4,1
rnb1kbnr/1p1pqppp/p7/2p1p3/5P2/1PP4P/P2PP1P1/RNBQKBNR w KQkq - 0 5,1
r1bqkbnr/p1pppppp/2n5/1p6/8/N1P2N2/PP1PPPPP/R1BQKB1R b KQkq - 2 3,0
rnbqkbnr/p1p1pppp/3p4/1p6/8/3PP3/PPP1QPPP/RNB1KBNR b KQkq - 1 3,0
rnbqkbnr/ppp3pp/8/3pPpN1/8/8/PPP1PPPP/RNBQKB1R b KQkq - 0 4,0
r1bqkbnr/p1ppp1pp/np6/5p2/3P1P2/1PN5/P1P1P1PP/R1BQKBNR b KQkq - 0 4,0
r1bqkbnr/pppppppp/8/8/1n2N3/P7/1PPPPPPP/R1BQKBNR b KQkq - 4 3,0
rnbqkbnr/p1ppp1p1/7p/1p3p2/1P6/B4N2/P1PPPPPP/RN1QKB1R w KQkq - 0 4,1
rn1qkbnr/p1p1pppp/1p1p4/5b2/5P1P/2N5/PPPPP1P1/R1BQKBNR w KQkq - 0 4,1
rnbqkb1r/pp1ppp1p/5n2/2p3p1/2P5/5PP1/PP1PP2P/RNBQKBNR w KQkq - 1 4,0
rnbqk1nr/ppppp2p/7b/4Bpp1/2P5/1P6/P2PPPPP/RN1QKBNR b KQkq - 1 4,1
rnbqkbnr/1pp1pp1p/p2p4/6p1/3PP3/6P1/PPP2P1P/RNBQKBNR w KQkq - 0 4,1
rnbqkb1r/2pppp1p/5n2/pp4p1/1P4PP/8/P1PPPPB1/RNBQK1NR w KQkq - 0 6,1
rn1qkbnr/p2ppppp/bp6/2p5/4P3/2N2Q2/PPPP1PPP/R1B1KBNR b KQkq - 1 4,0
rnbqkbBr/p1ppp1p1/1p3p1p/8/3P4/4P3/PPP1NPPP/RNBQK2R w KQkq - 3 6,1
rnbqkbnr/p2pppp1/2p5/1p6/P5Pp/N7/1PPPPP1P/R1BQKBNR b KQkq - 1 5,0
rnbqkbnr/1p1p1pp1/p1p4p/4p3/1P2P3/P1P2N2/3P1PPP/RNBQKB1R b KQkq - 0 5,0
r1bqkb1r/ppp1pppp/n2p1n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 1 4,0
rnbqkbnr/1ppppp1p/8/p5p1/2P3P1/5N2/PP1PPP1P/RNBQKB1R b KQkq - 1 3,0
rnbqkb1r/1p1ppppp/p1p4n/8/1P5P/2N2N2/P1PPPPP1/R1BQKB1R b KQkq - 1 4,0
1rbqkbnr/ppp1p1p1/n2p4/5p1p/P1P4P/8/1P1PPPP1/RNBQKBNR w KQk - 0 6,0
r1bqkb1r/1ppppppp/p1n4n/2P5/8/P3P2P/1P1PNPP1/RNBQKB1R b KQq - 2 6,0
rnbqkbnr/pp1pppp1/7p/2p5/1P6/N6N/P1PPPPPP/R1BQKB1R b KQkq - 1 3,1
rnbqkb1r/pppppp1p/6pn/8/8/7P/PPPPPPP1/RNBQKBNR b KQkq - 1 3,0
rnbqkb1r/pppppp1p/5n2/6p1/7P/4P2N/PPPP1PP1/RNBQKB1R b KQkq - 1 3,0
r1b1k2r/ppqpppbp/2nP1np1/2p2Q2/8/6P1/PPP1PP1P/RNB1KBNR w KQkq - 2 7,0
rnbqkbnr/p1p1p1pp/8/1p1p1p2/N7/5PPN/PPPPP2P/R1BQKB1R b KQkq - 0 5,1
rnbqkb2/1ppppppr/4Nn2/p6p/2PP4/P7/1P2PPPP/RNBQKB1R w KQq - 1 7,1
rnbq1bnr/p1pkpppp/3p4/8/1pP2P2/1P1P3P/P3P1P1/RNBQKBNR b KQ - 0 5,0
r1bqkb1r/ppp1pp1n/2np3p/6N1/8/NPP5/P2PPPPP/1RBQKB1R w Kkq - 3 7,1
rnq1kbnr/p1pppp1p/b7/1p2P1p1/8/P3K3/1PPP1PPP/RNBQ1BNR b kq - 4 5,1
rnbqkbnr/p2p1Npp/8/1pp5/PP6/8/2PPPPPP/RNBQKBR1 w Q - 0 7,1
r1bqkbnr/2p1p1pp/1p1p4/p4p2/Pn3P2/2N5/1PPPPKPP/1RB1QBNR w kq - 0 7,1
rnbqkbnr/ppp2ppp/3pp3/8/5P2/2PP4/PP2P1PP/RNBQKBNR b KQkq - 0 3,0
rnbqkbnr/p2pp1p1/2p5/1p3p1p/2P2PP1/7B/PP1PP2P/RNBQK1NR w KQkq - 0 6,1
r1bqkbnr/pp1p1ppp/n3p3/2p5/7P/1P3NP1/P1PPPP2/RNBQKB1R b KQkq - 0 4,0
rnbqkbnr/1p1pp2p/p1p2pp1/8/6P1/3P1P2/PPP1P2P/RNBQKBNR w KQkq - 0 5,0
rnbqkbnr/pp2p1pp/8/2pp1p2/4P3/1P3N2/P1PP1PPP/RNBQKB1R w KQkq - 0 4,1
r1bqkbnr/p1ppppp1/7p/1pn3N1/P2P4/8/1PPQPPPP/RNB1KB1R b KQkq - 1 5,0
rnbq1b1r/pppp1kpp/5p1n/4p3/1P6/B4PPP/P1PPP3/RN1QKBNR b KQ - 0 5,1
rnbqkbnr/3ppp2/1pp3p1/p6p/3P4/2P1P1P1/PP3P1P/RNBQKBNR b KQkq - 0 6,0
r1bqkbnr/1ppppppp/n7/p7/2P3P1/8/PPQPPP1P/RNB1KBNR b KQkq - 0 3,1
r1bqkbnr/p1ppp1p1/1pn4p/5p2/Q1P2P2/6PB/PP1PP2P/RNB1K1NR b KQkq - 1 5,0
rnbqkbr1/pppppppp/7n/8/8/5NPP/PPPPPP2/RNBQKB1R b KQq - 0 3,1
rnbqkb1r/1pppp1pp/p4n2/5p2/8/1PN4N/P1PPPPPP/R1BQKBR1 b Qkq - 3 4,1
rnb1k1nr/ppppqppp/3bp3/P7/1P3P2/8/2PPP1PP/RNBQKBNR b KQkq - 0 5,1
rnbqk1nr/1p1pb1pp/p3p3/2p2p2/1P4P1/2P5/P2PPP1P/RNBQKBNR w KQkq - 0 6,0
rnbqkb1r/ppp1p1pp/3p1p1n/8/5P2/2P4N/PP1PP1PP/RNBQKB1R b KQkq - 1 4,0
rnbqkb1r/p1pppppp/1p3n2/8/P1P5/2N5/1P1PPPPP/R1BQKBNR b KQkq - 2 3,0
r1bqkbnr/pp1pp1pp/n7/2p2p2/P7/1P3PPN/2PPP2P/RNBQKB1R b KQkq - 1 5,0
rnbqkbnr/p2pppp1/2p4p/1p6/4P3/2P4P/PP1P1PP1/RNBQKBNR w KQkq - 0 4,1
rnbqkbn1/pp1ppppr/7p/P1p5/7P/7N/1PPPPPP1/RNBQKB1R b KQq - 2 4,0
rnbqkbnr/pp1pppp1/2p5/P6p/8/2N5/1PPPPPPP/R1BQKBNR b KQkq - 0 3,0
1rbqkbnr/pp1ppppp/n7/2p5/1P6/N2P4/P1PKPPPP/1RBQ1BNR w k - 0 6,0
rnbqk1nr/1ppp1pb1/p3p1p1/7p/3PP1P1/2N4B/PPP2P1P/R1BQK1NR w KQkq - 0 6,0
r1bqkbnr/pppp2pp/2n5/4pp2/8/P4P1P/1PPPP1PR/RNBQKBN1 b Qkq - 1 4,1
r1bqkbnr/ppp1pppp/n2p4/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq - 0 3,0
1nbqkbn1/rp1pp1p1/p1p4r/5pNp/6P1/P4P2/1PPPP1BP/RNBQK2R w KQ - 2 7,1
rnbqkbnr/pp1p1p1p/2p5/4p1p1/3P1B2/8/PPP1PPPP/RNQ1KBNR w KQkq - 0 4,1
rnbqkbnr/p1ppp1p1/5p1p/1p6/2P5/3P3P/PP2PPP1/RNBQKBNR w KQkq - 0 4,1
rnb1kbnr/2qppp1p/Q7/1pp3p1/2P5/4P3/PP1P1PPP/RNB1KBNR w KQkq - 0 7,1
r1bqkb1r/pppp2pp/n3pn2/1P3p2/7P/5N2/P1PPPPP1/RNBQKB1R w KQkq - 0 5,1
rnbqk2r/pppp1ppp/4p2n/1N6/8/b7/PPPPPPPP/RNBQKB1R w KQkq - 4 4,1
rnbqk1nr/p1ppbpp1/1p6/4p2p/1PP2P1P/1Q6/P2PP1P1/RNB1KBNR b KQkq - 0 5,1
rnbqkbnr/p1ppp1pp/5p2/1p6/1P2P3/5P2/P1PP2PP/RNBQKBNR b KQkq - 0 3,0
r1bqkbnr/ppp1p1pp/2np4/5p2/8/N1PP4/PP2PPPP/R1BQKBNR w KQkq - 1 4,0
rnbq1bnr/p2pkpp1/1pp1p3/4Q2p/2P5/8/PP1PPPPP/RNB1KBNR w KQ - 0 7,0
rnb1kbnr/pppp2pp/8/4pp2/P1P4q/5Q2/1P1PPPPP/RNBK1BNR b kq - 4 5,1
r1bqkb1r/pp1pp1pp/7n/5p2/3n1B1P/8/PPP1PPP1/RN1QKBNR b KQkq - 0 5,0
rnbqkbnr/pp1pp1pp/5p2/2p5/1P5P/5NP1/P1PPPP2/RNBQKB1R b KQkq - 0 4,0
rnbqkbnr/pp1ppppp/8/2p5/3P3P/P7/1PP1PPP1/RNBQKBNR b KQkq - 0 3,0
rnbqkbnr/p1pppp1p/6p1/1p6/3P1P2/6P1/PPP1P2P/RNBQKBNR b KQkq - 0 3,0
rnbqkbn1/p1pp1ppr/1p2p3/5P2/2P4p/PP5P/3PP1P1/RNBQKBNR b KQq - 0 6,1
rnbqkbnr/1pp1p3/p2p1p2/2P3pp/4Q3/P7/1P1PPPPP/RNB1KBNR b KQkq - 1 6,1
rnbqkbnr/ppppp1p1/8/5p1p/7P/BP2P3/P1PP1PP1/RN1QKBNR w KQq - 1 5,1
rnbqkbn1/1pp1pp1r/p5pp/3p1P2/1P6/3P3P/P1P1P1P1/RNBQKBNR b KQq - 0 6,1
rnbqkbnr/ppp1p3/5pp1/3p3Q/P7/3PP3/1PP2PPP/RNB1KBNR b KQkq - 0 5,1
rnb1kb1r/p2p1ppp/2p4n/1p2P3/1P2P2q/3P4/P1P1K1PP/RNBQ1BNR b kq - 0 6,0
r1bqkbnr/2p1pppp/2n5/pp1p4/PP3P2/4P3/2PPK1PP/RNBQ1BNR w kq - 0 6,1
rnbqkbnr/pppp1p1p/4p3/6p1/7P/8/PPPPPPPR/RNBQKBN1 b Qkq - 1 3,0
rnbqkbnr/1ppp2pp/5p2/4p3/p7/P2N1P2/1PPPP1PP/RNBQKB1R b KQkq - 1 5,1
rnb1kbnr/pppp2pp/4pp1q/8/P3P3/2N2N2/1PPP1PPP/R1BQKBR1 w Qkq - 5 7,1
rnbqkb1r/p1pp1ppp/1p2pn2/8/8/1PP1P3/P1QP1PPP/RNB1KBNR b KQkq - 0 4,0
rnbqkbnr/ppppp1pp/8/P4p2/8/7N/1PPPPPPP/RNBQKB1R w KQ - 1 4,1
r1bqkbnr/pppp1pp1/2n1p3/7p/6P1/5P2/PPPPP1BP/RNBQK1NR w KQkq - 0 4,1
rnb1k1nr/pppp1ppp/3bp3/8/7q/2P5/PP1PPPPR/RNBQKBN1 b Qkq - 1 4,1
rnb1kbr1/pp1pq1pp/4pn2/2p2p2/1P4P1/2N4N/PBPPPP1P/1R1QKB1R w Kq - 4 7,1
r1b2bnr/pp1kppp1/2n4p/q1p5/3P4/N5P1/PPPBPP1P/R2QK1NR b KQ - 2 6,1
rnbqkb1r/1p1ppppp/7n/p1p5/4PP2/1P5P/P1PPN1P1/RNBQKB1R b KQkq - 0 5,0
r1bqkbnr/ppp1pp1p/2np2p1/8/P6P/5N2/1PPPPPP1/RNBQKB1R w KQkq - 0 4,0
rnb1kb1r/pppp1ppp/2n1pq2/8/8/P4PP1/1PPPPK1P/RNBQ1BNR w kq - 3 5,0
rnbqkb1r/pppp3p/5ppn/4p3/3P2Q1/N3P2N/PPP2PPP/1RB1KB1R b Kkq - 1 6,1
rn1qkbnr/p1pp1p1p/bp4p1/4p3/P6P/3P4/1PPQPPP1/RNB1KBNR w KQkq - 0 5,0
rn1qk1nr/1bpp2pp/pp3p2/2b1p3/1P6/P2KPP2/2PP2PP/RNBQ1BNR w kq - 3 7,1
r1bqkbnr/p1pppp1p/1pn5/6p1/6P1/2PP4/PP1NPP1P/R1BQKBNR b KQkq - 1 4,0
rnbqkbnr/ppp1ppp1/8/7p/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,1
r1bqkbnr/p1p1pppp/n2p4/1p6/N3P3/7N/PPPP1PPP/R1BQKB1R w KQkq - 1 5,1
rnbqkbnr/1ppp2pp/8/p3pp2/8/P1N2N1P/1PPPPPP1/R1BQKB1R b KQkq - 1 4,0
rnbq1bnr/pppppkpp/5p2/8/6P1/7P/PPPPPP2/RNBQKBNR b KQ - 0 3,0
rn1qkbnr/pppb1p1p/4p3/3p2p1/1P2P2P/P2P4/2P2PP1/RNBQKBNR b KQkq - 0 5,0
rnb1kbnr/pppq1ppp/3p4/3Np3/P1P3P1/R7/1P1PPP1P/2BQKBNR b K - 0 6,1
rnbqkbnr/1ppp1ppp/p3p3/8/5P2/3P1N2/PPP1P1PP/RNBQKB1R b KQkq - 1 3,0
rn1qkbnr/1bp1pp1p/3p4/pp6/2P3pP/4P3/PPQPNPP1/RNB1KB1R w KQkq - 0 7,1
rnbqkb1r/pppp1ppp/4pn2/3P2B1/8/8/PPP1PPPP/RN1QKBNR b KQkq - 0 3,1
rnbqk1nr/pp1ppp1p/2p4b/8/4P1pP/P7/1PPP1PPR/RNBQKBN1 w Qkq - 0 5,0
rnbqkb1r/1pp1pppp/5n2/p2p4/3P1N2/8/PPP1PPPP/RNBQKB1R w KQkq - 0 4,0
r1bqkbnr/p1pp1p2/2n4p/1p4B1/P3p3/1PPP1N2/4PPPP/RN1QKB1R w KQkq - 0 7,1
r1bqkbnr/1ppp2pp/p1n1p3/5p2/P2N4/8/1PPPPPPP/RNBQKB1R b KQkq - 1 5,1
r1bqkb1r/pppp1ppp/5n2/2n1p1N1/8/1P6/P1PPPPPP/RNBQKBR1 w Qkq - 2 5,1
r1bqkbnr/1pppppp1/2n4p/p7/2P5/4PN2/PP1P1PPP/RNBQKB1R b KQkq - 0 4,0
rnb1k1nr/ppppbpp1/4pq1p/8/P1P5/3P4/1P2PPPP/RNBQKBNR w KQkq - 1 6,0
r1bqkbnr/ppppppp1/n7/8/1PPP1P1p/8/P3P1PP/RNBQKBNR b KQkq - 0 4,0
rnbqkb1r/p1pp1ppp/5n2/1p2p3/5B1P/1PNP4/P1P1PPP1/R2QKBNR w KQkq - 0 6,0
rnbqkb1r/p3pppp/1p5n/2p5/3Pp3/7P/PPP2PP1/RNBQKBNR w KQkq - 1 6,0
rnbqkbnr/1ppp3p/4p1p1/p4p2/5P2/PP6/1BPPP1PP/RN1QKBNR w KQkq - 0 6,1
rnbqkbn1/ppppp1pr/7p/5p2/P7/4P3/1PPPBPPP/RNBQK1NR w KQq - 0 5,1
rnbqk2r/pppp1pb1/5npp/4p3/PP1PP3/7P/2P2PP1/RNBQKBNR w KQkq - 0 6,0
r1bqkb1r/p1ppp1pp/np3p1n/8/5PP1/2N1P2N/PPPP3P/R1BQKB1R b KQkq - 0 5,0
rnbqkbnr/1p1p1p2/p1p5/4p1pp/2P4P/6P1/PP1PPP2/RNBQKBNR w KQkq - 0 6,1
r1bqkbnr/1ppppppp/p1n5/8/3P3P/5N2/PPP1PPP1/RNBQKB1R b KQkq - 2 3,0
rnbqkbnr/p1pppp1p/1p6/6p1/5P2/N1P5/PP1PP1PP/R1BQKBNR b KQkq - 0 3,1
rnbqkbnr/p1pppp1p/6p1/1p6/1P5P/2P5/P2PPPP1/RNBQKBNR b KQkq - 0 4,0
rnbqkbnr/pp1p4/4ppp1/2p4p/Q1P4P/2N4R/PP1PPPP1/R1B1KBN1 w Qkq - 0 6,0
1rbqkbnr/p1pp1ppp/4p3/1p6/Q1Pn2P1/8/PP2PP1P/RNB1KBNR w KQk - 0 6,1
rnbk1bnr/pppQ2pp/8/4p3/4P3/8/PPPP1PPq/RNB1KBNR b KQ - 0 6,1
rnbqkb2/ppppp1p1/6r1/2Pn1p1p/P4P2/R7/1P1PP1PP/1NBQKBNR w Kq - 0 7,1
rnbqk1nr/pppp3p/4p1pb/5p2/7P/P4N2/1PPPPPP1/RNBQKB1R b Qkq - 0 5,0
rnbqkbnr/p2ppp1p/6p1/1pp5/8/4PPPN/PPPPQ2P/RNB1KB1R w KQkq - 1 6,0
r1bqkbnr/pp1pp3/n6p/1Bp2pp1/6P1/2P1P2N/PP1P1P1P/RNBQK2R w KQkq - 0 6,0
r1bqkbnr/ppppp1pp/n4p2/8/P3P3/5N2/1PPP1PPP/RNBQKB1R b KQkq - 1 3,1
rnbqkbnr/ppp1pp1p/3p4/6p1/P1P3P1/3P1N2/1P1QPP1P/RNB1KB1R b KQkq - 0 6,0
rnbqkbnr/1pppp3/5p1p/p5P1/6P1/4P3/PPPP3P/RNBQKBNR w KQkq - 0 5,1
rn1qkb1r/1bpp1ppp/5n2/pp2p3/P2P4/2P4N/1P1QPPPP/RNB1KB1R w KQkq - 2 6,0
r1bqkbr1/pppppppp/7n/4n3/P7/2N2NP1/1PPPPP1P/1RBQKB1R b Kq - 4 5,0
rnb1kb1r/pp1pp1pp/2p5/q4p2/PP1P2n1/5P2/2P1P1PP/RNBQKBNR w KQkq - 1 6,1
rnbqkb1r/p1pnpp1p/1p4p1/3p4/6P1/3PPB2/PPPB1P1P/RN1QK1NR b KQkq - 2 6,0
rn2kbnr/p2pppp1/bp5p/1Bp2P2/P3P3/6q1/1PPP3P/RNBQK1NR w KQkq - 0 7,1
r2q1bnr/pbppkp1p/2n5/1p2p1p1/8/P1PP1P1P/1PQ1P1P1/RNB1KBNR w KQ - 1 7,1
r1bqkb1r/p2ppppp/7n/1pp5/1n1P4/2P1KP2/PP2P1PP/RNBQ1BNR w kq - 1 7,1
rnbqkbnr/ppp1ppp1/7p/3p4/8/2N3P1/PPPPPP1P/1RBQKBNR b Kkq - 0 3,1
